split,seed,miss_rate,winner_model,winner_auc,winner_ap,winner_brier
S2,1015,0.3,xgb,0.947988765227078,0.5021241533176976,0.0171693965658403
S2,1015,0.4,xgb,0.9365923263431452,0.4484696631293709,0.01824000896960128
S2,1015,0.5,xgb,0.9257879340267714,0.3701028889696151,0.01971425850306556
S2,1015,0.6,xgb,0.919714391977618,0.34233486413999115,0.02017996448915256
S2,1015,0.7,xgb,0.9005360247307552,0.30694582488602395,0.020855439113020822
S2,1016,0.0,xgb,0.9614154514233574,0.5655148877795275,0.0158883277945717
S2,1016,0.05,xgb,0.9607859127258973,0.560843732355394,0.01617960629375656
S2,1016,0.1,xgb,0.9527438122024776,0.5271128017462289,0.01690419273817812
S2,1016,0.2,xgb,0.9490873640560572,0.4816780702949142,0.0177839223501082
S2,1016,0.3,xgb,0.9469177734804853,0.4633524122286534,0.01809725322437008
S2,1016,0.4,xgb,0.9418889839315374,0.46134729244356726,0.01808747855364798
S2,1016,0.5,xgb,0.9291806973949546,0.3969725781227275,0.019202914129653838
S2,1016,0.6,xgb,0.9074066393324769,0.3403827597250485,0.02032519097892378
S2,1016,0.7,xgb,0.8929060646899171,0.33107742358542225,0.020467744632271502
S2,1017,0.0,xgb,0.9633091049387803,0.5718431814817309,0.01579495263946694
S2,1017,0.05,xgb,0.9602432107694963,0.5501945292325766,0.0161188418838975
S2,1017,0.1,xgb,0.957462889343723,0.5293479976845944,0.01669127677219692
S2,1017,0.2,xgb,0.9519357845105555,0.5089355745241246,0.017187556439933922
S2,1017,0.3,xgb,0.9480833692615878,0.4836157831415228,0.017742921581142018
S2,1017,0.4,xgb,0.9339967136579934,0.4421430492071212,0.018417302860815478
S2,1017,0.5,xgb,0.921354413599633,0.41453825857975046,0.01907428922170868
S2,1017,0.6,xgb,0.9185316558277454,0.35763994260715326,0.01994094988171342
S2,1017,0.7,xgb,0.9007459076281178,0.33205781628500136,0.0203719711575891
S2,1018,0.0,xgb,0.9604880992436181,0.5695534940586986,0.015649270728036218
S2,1018,0.05,xgb,0.9581789560713455,0.5508251713720801,0.01635453250071866
S2,1018,0.1,xgb,0.955986371997558,0.5488901484693995,0.0162120660699097
S2,1018,0.2,xgb,0.9493095234552772,0.48918759295995884,0.0177467269991332
S2,1018,0.3,xgb,0.9402917735896121,0.4658367234477779,0.01792247204826324
